Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Acceleration X,Acceleration Y,Channel 9,Velocity X,Velocity Y,Channel 12,Displacement X,DIsplacement Y,Channel 15
771,70,-8735,1149,118,-12813,0,0,-43.14,0,-0.01,-58.7,0,0,-40.54
777,61,-8729,1154,109,-12807,0,0,-43.13,0,-0.01,-59.56,0,0,-41.72
781,58,-8727,1158,106,-12805,0,0,-43.12,0,-0.01,-59.56,0,0,-41.72
778,51,-8720,1155,99,-12798,0,0,-43.11,0,-0.01,-59.56,0,0,-41.72
781,51,-8730,1158,99,-12808,0,0,-43.13,0,-0.01,-59.56,0,0,-41.72
785,61,-8721,1162,109,-12799,0,0,-43.11,0,-0.01,-59.56,0,0,-41.72
779,65,-8722,1156,113,-12800,0,0,-43.11,0,-0.01,-59.56,0,0,-41.72
785,68,-8728,1162,116,-12806,0,0,-43.13,0,-0.01,-59.56,0,0,-41.72
781,64,-8725,1158,112,-12803,0,0,-43.12,0,-0.01,-59.56,0,0,-41.72
779,63,-8722,1156,111,-12800,0,0,-43.11,0,-0.01,-60.42,0,0,-42.94
775,59,-8722,1152,107,-12800,0,0,-43.11,0,-0.01,-60.42,0,0,-42.94
773,60,-8725,1150,108,-12803,0,0,-43.12,0,-0.01,-60.42,0,0,-42.94
766,62,-8735,1143,110,-12813,0,0,-43.14,0,-0.01,-60.42,0,0,-42.94
770,56,-8736,1147,104,-12814,0,0,-43.15,0,-0.01,-60.42,0,0,-42.94
777,59,-8728,1154,107,-12806,0,0,-43.13,0,-0.01,-60.42,0,0,-42.94
778,64,-8735,1155,112,-12813,0,0,-43.14,0,-0.01,-60.42,0,0,-42.94
776,63,-8732,1153,111,-12810,0,0,-43.14,0,-0.01,-60.42,0,0,-42.94
774,60,-8717,1151,108,-12795,0,0,-43.1,0,-0.01,-61.28,0,0,-44.15
774,62,-8715,1151,110,-12793,0,0,-43.1,0,-0.01,-61.28,0,0,-44.15
770,55,-8722,1147,103,-12800,0,0,-43.11,0,-0.01,-61.28,0,0,-44.15
772,59,-8727,1149,107,-12805,0,0,-43.12,0,-0.01,-61.28,0,0,-44.15
775,63,-8731,1152,111,-12809,0,0,-43.13,0,-0.01,-61.28,0,0,-44.15
777,61,-8714,1154,109,-12792,0,0,-43.09,0,-0.01,-61.28,0,0,-44.15
781,59,-8721,1158,107,-12799,0,0,-43.11,0,-0.01,-61.28,0,0,-44.15
781,57,-8724,1158,105,-12802,0,0,-43.12,0,-0.01,-61.28,0,0,-44.15
788,62,-8716,1165,110,-12794,0,0,-43.1,0,-0.01,-62.13,0,0,-45.38
785,61,-8730,1162,109,-12808,0,0,-43.13,0,-0.01,-62.13,0,0,-45.38
780,61,-8726,1157,109,-12804,0,0,-43.12,0,-0.01,-62.13,0,0,-45.38
779,62,-8728,1156,110,-12806,0,0,-43.13,0,-0.01,-62.13,0,0,-45.38
771,63,-8728,1148,111,-12806,0,0,-43.13,0,-0.01,-62.13,0,0,-45.38
776,59,-8726,1153,107,-12804,0,0,-43.12,0,-0.01,-62.13,0,0,-45.38
776,58,-8711,1153,106,-12789,0,0,-43.09,0,-0.01,-62.13,0,0,-45.38
775,56,-8716,1152,104,-12794,0,0,-43.1,0,-0.01,-62.13,0,0,-45.38
776,54,-8713,1153,102,-12791,0,0,-43.09,0,-0.01,-63,0,0,-46.65
778,52,-8718,1155,100,-12796,0,0,-43.1,0,-0.01,-63,0,0,-46.65
776,57,-8716,1153,105,-12794,0,0,-43.1,0,-0.01,-63,0,0,-46.65
774,55,-8716,1151,103,-12794,0,0,-43.1,0,-0.01,-63,0,0,-46.65
771,61,-8721,1148,109,-12799,0,0,-43.11,0,-0.01,-63,0,0,-46.65
776,61,-8720,1153,109,-12798,0,0,-43.11,0,-0.01,-63,0,0,-46.65
773,63,-8724,1150,111,-12802,0,0,-43.12,0,-0.01,-63,0,0,-46.65
766,64,-8725,1143,112,-12803,0,0,-43.12,0,-0.01,-63,0,0,-46.65
773,68,-8728,1150,116,-12806,0,0,-43.13,0,-0.01,-63.87,0,0,-47.94
760,71,-8728,1137,119,-12806,0,0,-43.12,0,-0.01,-63.87,0,0,-47.94
765,68,-8729,1142,116,-12807,0,0,-43.13,0,-0.01,-63.87,0,0,-47.94
770,70,-8738,1147,118,-12816,0,0,-43.15,0,-0.01,-63.87,0,0,-47.94
770,61,-8732,1147,109,-12810,0,0,-43.14,0,-0.01,-63.87,0,0,-47.94
770,66,-8728,1147,114,-12806,0,0,-43.13,0,-0.01,-63.87,0,0,-47.94
766,70,-8725,1143,118,-12803,0,0,-43.12,0,-0.01,-63.87,0,0,-47.94
767,61,-8737,1144,109,-12815,0,0,-43.15,0,-0.01,-63.87,0,0,-47.94
764,60,-8728,1141,108,-12806,0,0,-43.12,0,-0.01,-64.74,0,0,-49.24
770,57,-8732,1148,105,-12810,0,0,-43.14,0,-0.01,-64.74,0,0,-49.24
773,60,-8726,1151,108,-12804,0,0,-43.12,0,-0.01,-64.74,0,0,-49.24
776,59,-8724,1154,107,-12802,0,0,-43.12,0,-0.01,-64.74,0,0,-49.24
770,59,-8725,1148,107,-12803,0,0,-43.12,0,-0.01,-64.74,0,0,-49.24
766,62,-8727,1144,110,-12805,0,0,-43.12,0,-0.01,-64.74,0,0,-49.24
763,60,-8728,1141,108,-12805,0,0,-43.12,0,-0.01,-64.74,0,0,-49.24
770,59,-8726,1148,107,-12803,0,0,-43.12,0,-0.01,-64.74,0,0,-49.24
766,58,-8720,1144,106,-12797,0,0,-43.1,0,-0.01,-65.6,0,0,-50.56
765,63,-8726,1143,111,-12803,0,0,-43.12,0,-0.01,-65.6,0,0,-50.56
771,68,-8718,1149,116,-12795,0,0,-43.1,0,-0.01,-65.6,0,0,-50.56
770,66,-8729,1148,114,-12806,0,0,-43.12,0,-0.01,-65.6,0,0,-50.56
780,70,-8729,1158,118,-12806,0,0,-43.13,0,-0.01,-65.6,0,0,-50.56
777,75,-8730,1155,123,-12807,0,0,-43.13,0,-0.01,-65.6,0,0,-50.56
770,68,-8735,1148,116,-12812,0,0,-43.14,0,-0.01,-65.6,0,0,-50.56
777,65,-8740,1155,113,-12817,0,0,-43.15,0,-0.01,-65.6,0,0,-50.56
787,65,-8726,1165,113,-12803,0,0,-43.12,0,-0.01,-66.47,0,-0.01,-51.9
783,68,-8728,1161,116,-12805,0,0,-43.12,0,-0.01,-66.47,0,-0.01,-51.9
777,64,-8731,1155,112,-12808,0,0,-43.13,0,-0.01,-66.47,0,-0.01,-51.9
779,63,-8733,1157,111,-12810,0,0,-43.13,0,-0.01,-66.47,0,-0.01,-51.9
775,57,-8738,1153,105,-12815,0,0,-43.15,0,-0.01,-66.47,0,-0.01,-51.9
775,62,-8733,1153,110,-12810,0,0,-43.13,0,-0.01,-66.47,0,-0.01,-51.9
772,60,-8724,1150,108,-12801,-0.05,0,-43.11,0,-0.01,-66.47,0,-0.01,-51.9
765,64,-8730,1143,112,-12807,-0.07,0,-43.12,0,-0.01,-66.47,0,-0.01,-51.9
766,61,-8731,1144,109,-12808,-0.07,0,-43.13,0,-0.01,-67.34,0,-0.01,-53.25
763,61,-8725,1141,109,-12802,-0.07,0,-43.11,0,-0.01,-67.34,0,-0.01,-53.25
772,59,-8738,1150,107,-12815,-0.05,0,-43.15,0,-0.01,-67.34,0,-0.01,-53.25
775,65,-8735,1153,113,-12812,-0.05,0,-43.14,0,-0.01,-67.34,0,-0.01,-53.25
780,60,-8734,1158,108,-12811,-0.03,0,-43.14,0,-0.01,-67.34,0,-0.01,-53.25
775,61,-8728,1153,109,-12805,-0.04,0,-43.12,0,-0.01,-67.34,0,-0.01,-53.25
771,65,-8729,1149,113,-12806,-0.06,0,-43.12,0,-0.01,-67.34,0,-0.01,-53.25
778,61,-8730,1156,109,-12807,-0.04,0,-43.13,0,-0.01,-67.34,0,-0.01,-53.25
770,63,-8737,1148,111,-12815,0,0,-43.15,0,-0.01,-68.19,0,-0.01,-54.6
774,63,-8730,1152,111,-12808,0,0,-43.13,0,-0.01,-68.19,0,-0.01,-54.6
782,64,-8728,1160,112,-12805,0,0,-43.12,0,-0.01,-68.19,0,-0.01,-54.6
783,59,-8723,1161,107,-12800,0,0,-43.11,0,-0.01,-68.19,0,-0.01,-54.6
781,61,-8715,1159,109,-12792,0,0,-43.09,0,-0.01,-68.19,0,-0.01,-54.6
779,61,-8721,1157,109,-12798,0,0,-43.11,0,-0.01,-68.19,0,-0.01,-54.6
779,58,-8725,1157,106,-12802,0,0,-43.12,0,-0.01,-68.19,0,-0.01,-54.6
774,60,-8730,1152,108,-12807,0,0,-43.13,0,-0.01,-68.19,0,-0.01,-54.6
772,59,-8729,1150,107,-12806,0,0,-43.12,0,-0.01,-69.06,0,-0.01,-55.99
770,59,-8731,1148,107,-12808,0,0,-43.13,0,-0.01,-69.06,0,-0.01,-55.99
770,56,-8732,1148,104,-12809,0,0,-43.13,0,-0.01,-69.06,0,-0.01,-55.99
771,59,-8729,1149,107,-12806,0,0,-43.12,0,-0.01,-69.06,0,-0.01,-55.99
777,58,-8728,1155,106,-12805,0,0,-43.12,0,-0.01,-69.06,0,-0.01,-55.99
776,55,-8734,1154,103,-12811,0,0,-43.14,0,-0.01,-69.06,0,-0.01,-55.99
777,54,-8733,1155,102,-12810,0,0,-43.13,0,-0.01,-69.06,0,-0.01,-55.99
776,56,-8733,1154,104,-12810,0,0,-43.13,0,-0.01,-69.06,0,-0.01,-55.99
777,60,-8731,1155,108,-12808,0,0,-43.13,0,-0.01,-69.93,0,-0.01,-57.4
773,56,-8722,1151,104,-12799,0,0,-43.11,0,-0.01,-69.93,0,-0.01,-57.4
767,59,-8726,1145,107,-12803,0,0,-43.12,0,-0.01,-69.93,0,-0.01,-57.4
768,62,-8722,1146,110,-12799,0,0,-43.11,0,-0.01,-69.93,0,-0.01,-57.4
774,68,-8722,1152,116,-12799,0,0,-43.11,0,-0.01,-69.93,0,-0.01,-57.4
777,65,-8723,1155,113,-12800,0,0,-43.11,0,-0.01,-69.93,0,-0.01,-57.4
776,61,-8730,1154,109,-12807,0,0,-43.13,0,-0.01,-69.93,0,-0.01,-57.4
780,61,-8729,1158,109,-12806,0,0,-43.13,0,-0.01,-69.93,0,-0.01,-57.4
778,61,-8725,1156,109,-12802,0,0,-43.12,0,-0.01,-70.8,0,-0.01,-58.82
776,62,-8726,1154,110,-12803,0,0,-43.12,0,-0.01,-70.8,0,-0.01,-58.82
777,63,-8730,1155,111,-12807,0,0,-43.13,0,-0.01,-70.8,0,-0.01,-58.82
776,60,-8724,1154,108,-12801,0,0,-43.11,0,-0.01,-70.8,0,-0.01,-58.82
776,68,-8730,1154,116,-12807,0,0,-43.13,0,-0.01,-70.8,0,-0.01,-58.82
771,69,-8737,1149,117,-12814,0,0,-43.14,0,-0.01,-70.8,0,-0.01,-58.82
762,64,-8734,1140,112,-12811,0,0,-43.13,0,-0.01,-70.8,0,-0.01,-58.82
760,59,-8735,1138,107,-12812,0,0,-43.14,0,-0.01,-70.8,0,-0.01,-58.82
763,58,-8723,1141,106,-12800,0,0,-43.11,0,-0.01,-71.66,0,-0.01,-60.27
768,67,-8724,1146,115,-12801,0,0,-43.11,0,-0.01,-71.66,0,-0.01,-60.27
775,59,-8730,1153,107,-12807,0,0,-43.13,0,-0.01,-71.66,0,-0.01,-60.27
779,66,-8724,1157,114,-12801,0,0,-43.12,0,-0.01,-71.66,0,-0.01,-60.27
778,67,-8728,1156,115,-12805,0,0,-43.12,0,-0.01,-71.66,0,-0.01,-60.27
776,62,-8740,1154,110,-12817,0,0,-43.15,0,-0.01,-71.66,0,-0.01,-60.27
778,59,-8733,1156,107,-12810,0,0,-43.14,0,-0.01,-71.66,0,-0.01,-60.27
777,54,-8732,1155,102,-12809,0,0,-43.13,0,-0.01,-71.66,0,-0.01,-60.27
777,53,-8727,1155,101,-12804,0,0,-43.12,0,-0.01,-72.53,0,-0.01,-61.73
784,54,-8730,1162,102,-12807,0,0,-43.13,0,-0.01,-72.53,0,-0.01,-61.73
777,59,-8731,1155,107,-12808,0,0,-43.13,0,-0.01,-72.53,0,-0.01,-61.73
772,57,-8731,1150,105,-12808,0,0,-43.13,0,-0.01,-72.53,0,-0.01,-61.73
766,68,-8724,1144,116,-12801,0,0,-43.11,0,-0.01,-72.53,0,-0.01,-61.73
768,69,-8714,1146,117,-12791,0,-0.11,-43.09,0,-0.01,-72.53,0,-0.01,-61.73
767,66,-8716,1145,114,-12793,0,-0.12,-43.09,0,-0.01,-72.53,0,-0.01,-61.73
766,60,-8716,1144,108,-12793,0,-0.13,-43.09,0,-0.01,-72.53,0,-0.01,-61.73
770,66,-8727,1148,114,-12804,0,-0.12,-43.12,0,-0.01,-73.39,0,-0.01,-63.18
775,57,-8732,1153,105,-12809,0,-0.13,-43.13,0,-0.01,-73.39,0,-0.01,-63.18
774,68,-8732,1152,116,-12809,0,-0.11,-43.13,0,-0.01,-73.39,0,-0.01,-63.18
780,62,-8734,1158,110,-12811,0,-0.12,-43.14,0,-0.01,-73.39,0,-0.01,-63.18
774,59,-8730,1152,107,-12807,0,-0.13,-43.13,0,-0.01,-73.39,0,-0.01,-63.18
773,56,-8737,1151,104,-12814,0,-0.14,-43.14,0,-0.01,-73.39,0,-0.01,-63.18
779,56,-8735,1157,104,-12812,0,-0.13,-43.14,0,-0.01,-73.39,0,-0.01,-63.18
782,59,-8738,1160,107,-12815,0,0,-43.15,0,-0.01,-73.39,0,-0.01,-63.18
775,60,-8736,1153,108,-12813,0,0,-43.14,0,-0.01,-74.26,0,-0.01,-64.67
774,58,-8736,1152,106,-12813,0,0,-43.14,0,-0.01,-74.26,0,-0.01,-64.67
777,59,-8731,1155,107,-12808,0,0,-43.13,0,-0.01,-74.26,0,-0.01,-64.67
775,62,-8727,1153,110,-12804,0,0,-43.12,0,-0.01,-74.26,0,-0.01,-64.67
777,58,-8728,1155,107,-12805,0,0,-43.12,0,-0.01,-74.26,0,-0.01,-64.67
773,58,-8732,1151,107,-12809,0,0,-43.13,0,-0.01,-74.26,0,-0.01,-64.67
773,64,-8740,1151,112,-12817,0,0,-43.15,0,-0.01,-74.26,0,-0.01,-64.67
774,60,-8728,1152,109,-12805,0,0,-43.12,0,-0.01,-74.26,0,-0.01,-64.67
767,54,-8728,1145,103,-12805,0,0,-43.12,0,-0.01,-75.12,0,-0.01,-66.19
772,63,-8733,1150,112,-12810,0,0,-43.13,0,-0.01,-75.12,0,-0.01,-66.19
774,49,-8733,1152,97,-12810,0,0,-43.13,0,-0.01,-75.12,0,-0.01,-66.19
780,58,-8747,1158,107,-12824,0,0,-43.17,0,-0.01,-75.12,0,-0.01,-66.19
772,56,-8740,1150,105,-12817,0,0,-43.15,0,-0.01,-75.12,0,-0.01,-66.19
768,58,-8729,1146,107,-12806,0,0,-43.12,0,-0.01,-75.12,0,-0.01,-66.19
766,59,-8740,1144,108,-12817,0,0,-43.15,0,-0.01,-75.12,0,-0.01,-66.19
770,59,-8736,1148,108,-12813,0,0,-43.14,0,-0.01,-75.12,0,-0.01,-66.19
774,58,-8732,1152,107,-12809,0,0,-43.13,0,-0.01,-75.99,0,-0.01,-67.72
779,65,-8726,1157,114,-12803,0,0,-43.12,0,-0.01,-75.99,0,-0.01,-67.72
773,62,-8727,1151,111,-12804,0,0,-43.12,0,-0.01,-75.99,0,-0.01,-67.72
773,61,-8725,1151,109,-12802,0,0,-43.12,0,-0.01,-75.99,0,-0.01,-67.72
773,57,-8726,1151,105,-12803,0,0,-43.12,0,-0.01,-75.99,0,-0.01,-67.72
765,59,-8704,1143,107,-12781,0,0,-43.06,0,-0.01,-75.99,0,-0.01,-67.72
764,60,-8711,1142,108,-12788,0,0,-43.08,0,-0.01,-75.99,0,-0.01,-67.72
763,58,-8726,1141,107,-12803,0,0,-43.12,0,-0.01,-75.99,0,-0.01,-67.72
769,60,-8734,1147,109,-12811,0,0,-43.14,0,-0.01,-76.85,0,-0.01,-69.24
775,63,-8729,1153,112,-12806,0,0,-43.12,0,-0.01,-76.85,0,-0.01,-69.24
769,59,-8721,1147,107,-12798,0,0,-43.11,0,-0.01,-76.85,0,-0.01,-69.24
769,59,-8714,1147,108,-12791,0,0,-43.09,0,-0.01,-76.85,0,-0.01,-69.24
773,62,-8715,1151,111,-12792,0,0,-43.09,0,-0.01,-76.85,0,-0.01,-69.24
773,64,-8718,1151,112,-12795,0,0,-43.1,0,-0.01,-76.85,0,-0.01,-69.24
773,68,-8730,1151,116,-12807,0,0,-43.13,0,-0.01,-76.85,0,-0.01,-69.24
776,61,-8725,1154,109,-12802,0,0,-43.12,0,-0.01,-76.85,0,-0.01,-69.24
766,60,-8728,1144,109,-12805,0,0,-43.12,0,-0.01,-77.7,0,-0.01,-70.78
772,61,-8726,1150,110,-12803,0,0,-43.12,0,-0.01,-77.7,0,-0.01,-70.78
775,59,-8732,1153,107,-12809,0,0,-43.13,0,-0.01,-77.7,0,-0.01,-70.78
778,64,-8733,1156,112,-12810,0,0,-43.14,0,-0.01,-77.7,0,-0.01,-70.78
776,60,-8725,1154,108,-12802,0,0,-43.12,0,-0.01,-77.7,0,-0.01,-70.78
771,53,-8724,1149,102,-12801,0,0,-43.11,0,-0.01,-77.7,0,-0.01,-70.78
768,58,-8726,1146,107,-12803,0,0,-43.12,0,-0.01,-77.7,0,-0.01,-70.78
766,67,-8731,1144,115,-12808,0,0,-43.13,0,-0.01,-77.7,0,-0.01,-70.78
769,68,-8731,1147,116,-12808,0,0,-43.13,0,-0.01,-78.55,0,-0.01,-72.34
772,62,-8724,1150,110,-12801,0,0,-43.11,0,-0.01,-78.55,0,-0.01,-72.34
775,60,-8724,1153,108,-12801,0,0,-43.12,0,-0.01,-78.55,0,-0.01,-72.34
778,64,-8720,1156,112,-12797,0,0,-43.11,0,-0.01,-78.55,0,-0.01,-72.34
779,65,-8723,1157,113,-12800,0,0,-43.11,0,-0.01,-78.55,0,-0.01,-72.34
774,59,-8724,1152,107,-12801,0,0,-43.12,0,-0.01,-78.55,0,-0.01,-72.34
769,62,-8732,1147,110,-12809,0,0,-43.13,0,-0.01,-78.55,0,-0.01,-72.34
771,62,-8724,1149,110,-12801,0,0,-43.11,0,-0.01,-78.55,0,-0.01,-72.34
773,71,-8725,1151,119,-12802,0,0,-43.12,0,-0.01,-79.41,0,-0.01,-73.91
772,68,-8732,1150,116,-12809,0,0,-43.13,0,-0.01,-79.41,0,-0.01,-73.91
774,60,-8729,1152,108,-12806,0,0,-43.13,0,-0.01,-79.41,0,-0.01,-73.91
776,55,-8726,1154,103,-12803,0,0,-43.12,0,-0.01,-79.41,0,-0.01,-73.91
774,56,-8729,1152,104,-12806,0,0,-43.13,0,-0.01,-79.41,0,-0.01,-73.91
781,57,-8735,1159,105,-12812,0,0,-43.14,0,-0.01,-79.41,0,-0.01,-73.91
781,59,-8732,1159,107,-12809,0,0,-43.13,0,-0.01,-79.41,0,-0.01,-73.91
780,56,-8732,1158,104,-12809,0,0,-43.13,0,-0.01,-79.41,0,-0.01,-73.91
776,55,-8728,1154,103,-12805,0,0,-43.12,0,-0.01,-80.28,0,-0.01,-75.52
773,60,-8735,1151,108,-12812,0,0,-43.14,0,-0.01,-80.28,0,-0.01,-75.52
773,60,-8723,1151,108,-12800,0,0,-43.11,0,-0.01,-80.28,0,-0.01,-75.52
768,63,-8724,1146,111,-12801,0,0,-43.11,0,-0.01,-80.28,0,-0.01,-75.52
763,61,-8729,1141,109,-12806,0,0,-43.12,0,-0.01,-80.28,0,-0.01,-75.52
766,61,-8732,1144,109,-12809,0,0,-43.13,0,-0.01,-80.28,0,-0.01,-75.52
763,60,-8735,1141,108,-12812,0,0,-43.14,0,-0.01,-80.28,0,-0.01,-75.52
768,63,-8740,1146,111,-12817,0,0,-43.15,0,-0.01,-80.28,0,-0.01,-75.52
779,62,-8738,1157,110,-12815,0,0,-43.15,0,-0.01,-81.15,0,-0.01,-77.16
776,63,-8729,1154,111,-12806,0,0,-43.13,0,-0.01,-81.15,0,-0.01,-77.16
776,63,-8727,1154,111,-12804,0,0,-43.12,0,-0.01,-81.15,0,-0.01,-77.16
772,61,-8723,1150,109,-12800,0,0,-43.11,0,-0.01,-81.15,0,-0.01,-77.16
775,61,-8727,1153,109,-12804,0,0,-43.12,0,-0.01,-81.15,0,-0.01,-77.16
773,61,-8719,1151,109,-12796,0,0,-43.1,0,-0.01,-81.15,0,-0.01,-77.16
774,60,-8732,1152,109,-12809,0,0,-43.13,0,-0.01,-81.15,0,-0.01,-77.16
768,60,-8730,1146,109,-12807,0,0,-43.13,0,-0.01,-81.15,0,-0.01,-77.16
768,62,-8727,1146,111,-12804,0,0,-43.12,0,-0.01,-82.01,0,-0.01,-78.81
768,60,-8728,1146,109,-12805,0,0,-43.12,0,-0.01,-82.01,0,-0.01,-78.81
775,58,-8718,1153,107,-12795,0,0,-43.1,0,-0.01,-82.01,0,-0.01,-78.81
778,61,-8726,1156,110,-12803,0,0,-43.12,0,-0.01,-82.01,0,-0.01,-78.81
785,62,-8724,1163,111,-12802,0,0,-43.12,0,-0.01,-82.01,0,-0.01,-78.81
786,64,-8712,1164,112,-12790,0,0,-43.09,0,-0.01,-82.01,0,-0.01,-78.81
787,67,-8723,1165,116,-12800,0,0,-43.12,0,-0.01,-82.01,0,-0.01,-78.81
780,61,-8727,1158,109,-12805,0,0,-43.13,0,-0.01,-82.01,0,-0.01,-78.81
784,63,-8721,1162,111,-12799,0,0,-43.11,0,-0.01,-82.88,0,-0.01,-80.47
779,64,-8733,1157,112,-12811,0,0,-43.14,0,-0.01,-82.88,0,-0.01,-80.47
773,61,-8735,1151,109,-12813,0,0,-43.14,0,-0.01,-82.88,0,-0.01,-80.47
763,50,-8745,1141,99,-12823,0,0,-43.17,0,-0.01,-82.88,0,-0.01,-80.47
764,47,-8735,1142,96,-12813,0,0,-43.14,0,-0.01,-82.88,0,-0.01,-80.47
763,61,-8720,1141,110,-12798,0,0,-43.11,0,-0.01,-82.88,0,-0.01,-80.47
769,67,-8718,1147,116,-12796,0,0,-43.1,0,-0.01,-82.88,0,-0.01,-80.47
775,66,-8721,1153,115,-12799,0,0,-43.11,0,-0.01,-82.88,0,-0.01,-80.47
771,63,-8717,1149,112,-12795,0,0,-43.1,0,-0.01,-83.75,0,-0.01,-82.16
772,58,-8716,1150,107,-12794,0,0,-43.1,0,-0.01,-83.75,0,-0.01,-82.16
777,56,-8721,1155,105,-12799,0,0,-43.11,0,-0.01,-83.75,0,-0.01,-82.16
780,56,-8725,1158,105,-12803,0,0,-43.12,0,-0.01,-83.75,0,-0.01,-82.16
781,59,-8719,1159,108,-12797,0,0,-43.11,0,-0.01,-83.75,0,-0.01,-82.16
776,63,-8728,1154,112,-12806,0,0,-43.13,0,-0.01,-83.75,0,-0.01,-82.16
779,65,-8730,1157,114,-12808,0,0,-43.13,0,-0.01,-83.75,0,-0.01,-82.16
772,62,-8737,1150,110,-12815,0,0,-43.15,0,-0.01,-83.75,0,-0.01,-82.16
770,67,-8730,1148,116,-12808,0,0,-43.13,0,-0.01,-84.62,0,-0.01,-83.86
769,58,-8722,1147,106,-12800,0,0,-43.11,0,-0.01,-84.62,0,-0.01,-83.86
780,56,-8721,1158,105,-12799,0,0,-43.11,0,-0.01,-84.62,0,-0.01,-83.86
776,59,-8726,1154,108,-12804,0,0,-43.12,0,-0.01,-84.62,0,-0.01,-83.86
776,61,-8732,1154,109,-12810,0,0,-43.14,0,-0.01,-84.62,0,-0.01,-83.86
777,60,-8732,1155,108,-12810,0,0,-43.14,0,-0.01,-84.62,0,-0.01,-83.86
780,55,-8728,1158,103,-12806,0,0,-43.13,0,-0.01,-84.62,0,-0.01,-83.86
783,59,-8733,1161,107,-12811,0,0,-43.14,0,-0.01,-84.62,0,-0.01,-83.86
781,66,-8725,1159,114,-12803,0,0,-43.12,0,-0.01,-85.47,0,-0.01,-85.56
773,70,-8722,1151,118,-12800,0,0,-43.11,0,-0.01,-85.47,0,-0.01,-85.56
775,59,-8728,1153,107,-12806,0,0,-43.13,0,-0.01,-85.47,0,-0.01,-85.56
776,56,-8729,1154,104,-12807,0,0,-43.13,0,-0.01,-85.47,0,-0.01,-85.56
781,58,-8731,1159,106,-12809,0,0,-43.14,0,-0.01,-85.47,0,-0.01,-85.56
782,58,-8730,1160,106,-12808,0,0,-43.13,0,-0.01,-85.47,0,-0.01,-85.56
770,55,-8726,1148,103,-12804,0,0,-43.12,0,-0.01,-85.47,0,-0.01,-85.56
771,63,-8727,1149,111,-12805,0,0,-43.12,0,-0.01,-85.47,0,-0.01,-85.56
780,68,-8723,1158,116,-12801,0,0,-43.12,0,-0.01,-86.32,0,-0.01,-87.27
783,61,-8714,1161,109,-12792,0,0,-43.1,0,-0.01,-86.32,0,-0.01,-87.27
779,61,-8720,1157,109,-12798,0,0,-43.11,0,-0.01,-86.32,0,-0.01,-87.27
785,65,-8726,1163,113,-12804,0,0,-43.12,0,-0.01,-86.32,0,-0.01,-87.27
778,59,-8730,1156,107,-12808,0,0,-43.13,0,-0.01,-86.32,0,-0.01,-87.27
775,62,-8729,1153,110,-12807,0,0,-43.13,0,-0.01,-86.32,0,-0.01,-87.27
774,54,-8730,1152,102,-12808,0,0,-43.13,0,-0.01,-86.32,0,-0.01,-87.27
773,60,-8733,1151,108,-12811,0,0,-43.14,0,-0.01,-86.32,0,-0.01,-87.27
774,66,-8732,1152,114,-12810,0,0,-43.14,0,-0.01,-87.19,0,-0.01,-89.02
771,64,-8727,1149,112,-12805,0,0,-43.12,0,-0.01,-87.19,0,-0.01,-89.02
764,65,-8723,1142,113,-12801,0,0,-43.11,0,-0.01,-87.19,0,-0.01,-89.02
765,62,-8726,1143,110,-12804,0,0,-43.12,0,-0.01,-87.19,0,-0.01,-89.02
776,72,-8727,1154,120,-12805,0,0,-43.13,0,-0.01,-87.19,0,-0.01,-89.02
778,68,-8729,1156,116,-12807,0,0,-43.13,0,-0.01,-87.19,0,-0.01,-89.02
771,61,-8734,1149,109,-12812,0,0,-43.14,0,-0.01,-87.19,0,-0.01,-89.02
773,62,-8729,1151,110,-12807,0,0,-43.13,0,-0.01,-87.19,0,-0.01,-89.02
774,60,-8730,1152,108,-12808,0,0,-43.13,0,-0.01,-88.06,0,-0.01,-90.79
766,53,-8733,1144,101,-12811,0,0,-43.14,0,-0.01,-88.06,0,-0.01,-90.79
771,63,-8733,1149,111,-12811,0,0,-43.14,0,-0.01,-88.06,0,-0.01,-90.79
765,60,-8731,1143,108,-12809,0,0,-43.13,0,-0.01,-88.06,0,-0.01,-90.79
771,56,-8731,1149,104,-12809,0,0,-43.13,0,-0.01,-88.06,0,-0.01,-90.79
766,54,-8728,1144,102,-12806,0,0,-43.13,0,-0.01,-88.06,0,-0.01,-90.79
764,53,-8735,1142,101,-12812,0,0,-43.14,0,-0.01,-88.06,0,-0.01,-90.79
768,58,-8725,1146,106,-12802,0,0,-43.11,0,-0.01,-88.06,0,-0.01,-90.79
776,61,-8720,1154,109,-12797,0,0,-43.1,0,-0.01,-88.93,0,-0.01,-92.58
772,60,-8723,1150,108,-12800,0,0,-43.11,0,-0.01,-88.93,0,-0.01,-92.58
773,59,-8718,1151,107,-12795,0,0,-43.1,0,-0.01,-88.93,0,-0.01,-92.58
773,61,-8726,1151,109,-12803,0,0,-43.12,0,-0.01,-88.93,0,-0.01,-92.58
769,64,-8733,1147,112,-12810,0,0,-43.13,0,-0.01,-88.93,0,-0.01,-92.58
766,68,-8734,1145,116,-12811,0,0,-43.13,0,-0.01,-88.93,0,-0.01,-92.58
771,62,-8724,1150,110,-12801,0,0,-43.11,0,-0.01,-88.93,0,-0.01,-92.58
775,62,-8723,1154,110,-12800,0,0,-43.11,0,-0.01,-88.93,0,-0.01,-92.58
