0.948181,0.0131226,-0.316406,0.0239868,0,0,0
0.948242,0.0131226,-0.316345,0.0240479,0,0,0
0.948242,0.0131226,-0.316284,0.0239868,0,0,0
0.948242,0.0131226,-0.316223,0.0239868,0,0,0
0.948242,0.0131226,-0.316223,0.0239868,0,0,0
0.948303,0.0131226,-0.316162,0.0239868,0,0,0
0.948303,0.0131226,-0.316101,0.0239868,0,0,0
0.948303,0.0131226,-0.316101,0.0240479,0,0,0
0.948364,0.0131226,-0.315979,0.0240479,0,0,0
0.948364,0.0131226,-0.315918,0.0240479,0,0,0
0.948364,0.0131226,-0.315918,0.0240479,0,0,0
0.948364,0.0131226,-0.315857,0.0239868,0,0,0
0.948425,0.0131226,-0.315796,0.0239868,0,0,0
0.948425,0.0131226,-0.315735,0.0240479,0,0,0
0.948425,0.0131836,-0.315674,0.0240479,0,0,0
0.948486,0.0131226,-0.315613,0.0240479,0,0,0
0.948486,0.0131226,-0.315613,0.0240479,0,0,0
0.948486,0.0131836,-0.315552,0.0240479,0,0,0
0.948486,0.0131836,-0.315491,0.0240479,0,0,0
0.948547,0.0131836,-0.315491,0.0240479,0,0,0
0.948547,0.0131836,-0.315369,0.0240479,0,0,0
0.948547,0.0131836,-0.315308,0.0240479,0,0,0
0.948547,0.0131836,-0.315308,0.0240479,0,0,0
0.948608,0.0131836,-0.315247,0.0240479,0,0,0
0.948608,0.0131836,-0.315186,0.0240479,0,0,0
0.948608,0.0131836,-0.315125,0.0240479,0,0,0
0.948669,0.0131836,-0.315063,0.0241089,0,0,0
0.948669,0.0131836,-0.315002,0.0241089,0,0,0
0.948669,0.0131836,-0.315002,0.0241089,0,0,0
0.948669,0.0131836,-0.314941,0.0240479,0,0,0
0.94873,0.0131836,-0.314941,0.0240479,0,0,0
0.94873,0.0131836,-0.314819,0.0240479,0,0,0
0.94873,0.0131836,-0.314758,0.0240479,0,0,0
0.948792,0.0131836,-0.314758,0.0241089,0,0,0
0.948792,0.0131836,-0.314758,0.0241089,0,0,0
0.948792,0.0131836,-0.314697,0.0241089,0,0,0
0.948792,0.0132446,-0.314636,0.0241089,0,0,0
0.948792,0.0132446,-0.314575,0.0241089,0,0,0
0.948853,0.0132446,-0.314514,0.0241089,0,0,0
0.948853,0.0132446,-0.314453,0.0241089,0,0,0
0.948853,0.0132446,-0.314453,0.0241089,0,0,0
0.948853,0.0132446,-0.314392,0.0241089,0,0,0
0.948914,0.0132446,-0.314331,0.0241089,0,0,0
0.948914,0.0132446,-0.31427,0.0241089,0,0,0
0.948914,0.0132446,-0.314209,0.0241089,0,0,0
0.948975,0.0132446,-0.314148,0.0240479,0,0,0
0.948975,0.0132446,-0.314148,0.0240479,0,0,0
0.948975,0.0132446,-0.314087,0.0240479,0,0,0
0.948975,0.0132446,-0.314026,0.0241089,0,0,0
0.949036,0.0132446,-0.313965,0.0241089,0,0,0
0.949036,0.0132446,-0.313904,0.0240479,0,0,0
0.949036,0.0132446,-0.313843,0.0240479,0,0,0
0.949036,0.0132446,-0.313843,0.0240479,0,0,0
0.949097,0.0132446,-0.313782,0.0240479,0,0,0
0.949097,0.0132446,-0.313721,0.0241089,0,0,0
0.949097,0.0132446,-0.31366,0.0241089,0,0,0
0.949158,0.0132446,-0.313599,0.0241089,0,0,0
0.949158,0.0132446,-0.313538,0.0241089,0,0,0
0.949158,0.0132446,-0.313538,0.0241089,0,0,0
0.949158,0.0132446,-0.313477,0.0241089,0,0,0
0.949219,0.0132446,-0.313477,0.0241089,0,0,0
0.949219,0.0132446,-0.313416,0.0241089,0,0,0
0.949219,0.0132446,-0.313354,0.0241089,0,0,0
0.949219,0.0132446,-0.313293,0.0241089,0,0,0
